source_e164,target_e164,our_context,platform_context,window,date,manual_label
+15152061648,+15152094083,callback,mentioned," google business scammer ... gives a call back of 619-935-1051 to opt out same scammer used 515-200-7722, 515-209-4083, 515-209-4083 & others in the last month or so",2025-11-11,
+15162680268,+17408649377,callback,mentioned,"Nope Got a robotic sounding voicemail from this number, saying it is urgent that I call them back at 740-864-9377 regarding a legal matter. Called each number back from a burner phone with the number ",2025-07-09,
+15163260808,+15167751706,callback,mentioned,e original call / claim was from Bronx Lebanon Hospital which is in a different area code than the call originated from (516) 775-1706 (and calling this number back you get fast busy).  The call back ,2021-04-14,
+15167488835,+15618602673,callback,mentioned,Troy (516) 748-8835 Spoof number using by a scam call center Voice search 100% scam feel free to call them back (561) 860-2673,2025-03-21,
+15169665884,+15162680268,callback,mentioned,"Nope Got a robotic sounding voicemail from this number, saying it is urgent that I call them back at 516-268-0268 regarding a delivery to me being held up. Called each number back from a burner phone ",2025-07-09,
+15177600992,+16074178465,callback,mentioned,"Rebecca This is a scam company calling, they called from 517-760-0992 said to call them back at 607-417-8465.  The robot said their name was Chrystal Johnson from Active Eight Solutions and I owed bac",2024-10-23,
+15184139364,+15184486716,callback,mentioned,"us a call back at 855-682-0740.  Again, that number is 855-682-0740. We look forward to assisting you."" (Call came from 518-448-6716 on April 21, 2025, at 1:21 pm. Second call came from 518-413-9364 o",2025-05-01,
+15185106529,+18772011047,callback,mentioned,"able, and we may secure a favorable rate. Call me at 1-(877)-201-1047 if you’d like to move forward. Once again, that’s 1-(877)-201-1047.""",2025-03-23,
+15189196247,+18335883827,callback,mentioned,RavenMad loan processing department robo scam call back numbers 833-487-2573 or 833-487-2576 or 833-487-2577 or 833-588-3827 or 833-487-2585 or 855-909-0925,2025-09-10,
+15189196247,+18559090925,callback,mentioned, department robo scam call back numbers 833-487-2573 or 833-487-2576 or 833-487-2577 or 833-588-3827 or 833-487-2585 or 855-909-0925,2025-09-10,
+15189196247,+18334872585,callback,mentioned, loan processing department robo scam call back numbers 833-487-2573 or 833-487-2576 or 833-487-2577 or 833-588-3827 or 833-487-2585 or 855-909-0925,2025-09-10,
+15199000828,+14074793934,callback,mentioned,"Tis is a ""spoofed"" number and not the real number of the caller. The caller is ""Global Assets"" and their real number id (407) 479-3934, if you wish/need to get in touch with them.",2011-11-21,
+15206751287,+15206751288,callback,mentioned, severaI time. never received no mail for anything. Going to take further action on me if I dont call them back asap at 520 675 1288.,2025-09-12,
+15304517798,+12097061952,callback,mentioned,owe non collectable. Give me a call back today as time is limited to take advantage of this program. Again my number is 209-706-1952. Thanks and have a great day. To opt out call the CallerID on your ,2024-11-06,
+15304517798,+12097061951,callback,mentioned,"tells you to call back a different number to fix your tax issues. ""Hey. It's Charlie from the Tax Restore Collective at 209-706-1951. I'm calling about your past due filings. Not sure if you still hav",2024-11-06,
+15593302446,+16079469148,callback,mentioned, seems to think that I owe back taxes and is extending an offer to get into a program.  I just have to call her back at 607-946-9148.  Interesting that I get a call from California from someone who gi,2024-08-12,
+15594732641,+18885702801,callback,mentioned,er name is Amy Wright from Summit Financial. She was calling about a loan I never applied for. Said to call her back at 888-570-2801,2025-09-11,
+15613962193,+19255246463,callback,mentioned,"alled claimed he was Jay Williams, didn't leave a voicemail identifying which company he was with. He left a phone # of 925-524-6463 and asked me to call him to discuss my, 'annuity options'.",2017-11-07,
+15616923901,+13054000657,callback,mentioned,Patty They 1st Called from 305 400 0657 telling be They are taking me to court for money and will take it from my wages...told me to call ASAP 561 692-3901. Th,2014-12-17,
+15655123425,+13602030997,callback,mentioned," account being compromised or something.  Same old obvious scam that's been going around for a long time.  Said to call 360-203-0997 for details, which is also a number that is known to be used for ne",2019-06-24,
+15703345055,+17712188120,callback,mentioned,"Linda Received a call from 771-218-8120 with a long message about a fake PCH asking to call back to the 570 number.  2 calls came in as ""private"" and then the ",2023-09-06,
+15708311296,+18002690271,callback,mentioned,t informantion by claiming to set you up with direct deposit. They also told to call the Social Security Fraud Hotline (1-800-269-0271)  between 10-4 est and report it to them. DO NOT EVER GIVE OUT AN,2012-12-05,
+15708678740,+15708678580,callback,mentioned,Sue Received two calls from 570-867-8580. Never left a message. I did call them back and the said they were from Insurance Advisors claiming the could help me g,2024-09-24,
+15732130279,+18887005950,callback,mentioned,Charles Scam caller saying an action was being taken against me and to call them back at 888-700-5950.,2025-01-09,
+15732132876,+18338832793,callback,mentioned,"rmation. If you know this person please press one now or contact us directly at 833-883-2793 again that phone number is 833-883-2793. Thank you for your help today."" I mean, come on. Same spoofed numb",2025-01-29,
+15739700781,+18337611960,callback,mentioned,"(573-970-0781) Text Message said (Your COINBASE withdrawal code is ***-***. If you did NOT initiate this, contact us on 1(833-761-1960) I don't have a coinbase account, this is a scam. Do not call the",2025-08-08,
+15743074328,+16092448454,callback,mentioned,"yment please press 1 to speak with our customer support representative..."" Got same lying scam voicemail yesterday from 609-244-8454",2025-10-31,
+15854752689,+18882746171,callback,mentioned,Rhonda Davis 888-274-6171. Pop up on my phone saying a purchase for me $149.99 was made at the Apple Store and they needed me to call this number,2026-01-21,
+15855634295,+18002109011,callback,mentioned,"SKC ""Ted"" from American Power phoning about the electric bill.  Wants a return call @ 800.210.9011 Ex. 1574 from a person at our company.",2025-12-19,
+15855634295,+15855634103,callback,mentioned,an saying he was calling from American Power and Gas an wanted a call back as soon as possible.  Had previous call from 585-563-4103 from same company heavily accented male voice.,2018-09-13,
+15856650759,+18664570045,callback,mentioned,"ersonal loan of $55,000 with an estimated monthly payment of $285. Please return my call at 866-457-0045. Again, that’s 866-457-0045.""",2025-07-20,
+15858876802,+18664570181,callback,mentioned,"een prequalified for a personal loan of $66,000 with a possible monthly payment of $325. Feel free to return my call at 866-457-0181. Thank you,"" another unsolicited caller leaving voicemails about lo",2025-08-07,
+15863290038,+19168058831,callback,mentioned,Tech Guy Callback number for J&M Roofing. Received blind fax from 916 805 8831 advertising them.,2025-01-16,
+15864005305,+18885930326,callback,mentioned,here is a case open against a named person.  That person can press 1 to be directed to the next available agent or call 888-593-0326.,2025-12-11,
+15864221281,+18555282660,callback,mentioned," was no company, person, or government agency name given. They said a return call was necessary and left another number (855-528-2660) which, according to 800notes.com, is a robocall number. So, yeah,",2025-11-20,
+16025365585,+18662005199,callback,mentioned,"to the IRS. For any questions in regards to WHY a 1099 form for you is being reported to the IRS, you can contact us at 866-200-5199 It's definitely a scam",2023-12-13,
+16027484788,+14803747356,callback,mentioned,"e in this house has been to such a place, and none of us have outstanding E.R. or urgent care bills. Was asked to call ""480-374-7356"" instead of the number that showed up on the caller I.D. and provid",2010-01-08,
+16032880282,+16032808282,callback,mentioned," stating: VHA, I was trying to get in touch with you regarding a personal business matter. If you can return my call at 603-280-8282. Thank you.",2018-08-07,
+16038646488,+18008874015,callback,mentioned,Donna 603-864-6488 (number that called me) & 800-887-4015 (number Kelly said to call her back) ARE Fidelity Investor company reps calling/call back #.  I called directly to Fide,2017-05-11,
+16043492056,+16049134626,callback,mentioned,like that please feel free to give me a call back or if you have any friends or family to refer to me please call me at 604-913-4626 thank you…”,,
